"easting","northing"
290419.754611591,4432028.54737915
288360.45425065,4430366.81981189
288654.795150186,4430450.23855579
289996.030448948,4431429.51614432
289031.859316213,4430623.02909617
288697.005384245,4430288.55598761
289178.881152969,4430848.14820559
287200.990065588,4429382.42978923
289626.054094177,4430552.02400701
289085.021922589,4430828.98412097
289920.852470288,4431002.82676554
288419.200451361,4429784.92488076
288551.263248905,4430633.1078956
288916.810472006,4430846.14484132
290976.106451948,4431602.34298047
289115.948430489,4430688.26486985
289212.684808414,4430792.79646819
289527.594723119,4431390.48661072
289535.794497936,4430818.08261673
288965.225017285,4430259.19147466
288247.853326034,4430266.89168964
288525.305357542,4430333.5232887
289262.26719174,4430355.94332475
288969.559724667,4430222.85110928
289527.417204962,4431276.01372025
290033.579796853,4431465.11719493
288628.903736437,4430940.01615565
289531.76758381,4431161.57688669
290130.244282934,4431319.96310722
288274.656152068,4429827.40568978
288250.088744215,4429740.99375642
287953.077341842,4429018.13594671
287672.997506471,4429466.68280704
290104.396286957,4431479.6472462
288089.669172267,4429403.63531529
287792.213497768,4429134.08787646
288522.306436249,4430078.2161562
288475.458231644,4430214.96656325
289539.240392578,4430695.17326219
288009.807722894,4429491.36326743
289114.330078539,4430573.67687417
288254.255943003,4429548.35757374
288220.017474518,4429911.17101929
291273.51089731,4431405.47091169
288030.722769735,4429480.90361114
289252.915891248,4431292.80150866
289505.415420569,4430738.91398343
289649.439037805,4430912.97863382
289767.284851236,4430930.90388919
287800.919098399,4429196.31056836
288108.969529593,4429872.65241816
288302.610185371,4430129.40930268
288263.911219342,4430222.20375676
289637.585832737,4430531.30311203
289257.387632057,4430633.53065906
288374.350567755,4430073.58849717
291009.489353043,4431869.18132174
289494.998480437,4431178.78002438
288174.390954206,4430403.02072431
288889.825886307,4430480.23614788
288992.209822669,4430768.33011126
288282.891691518,4430103.91727993
288698.112762952,4430279.10293115
290702.083072117,4431466.06989862
289928.185981597,4431227.17332723
288434.969375597,4430241.14900762
288630.982392754,4429867.33805436
288147.927575217,4429524.41464921
288233.378741332,4429988.50343325
289753.189644109,4431326.61401632
290755.473030194,4431151.61186788
289428.629741834,4430888.09076859
289342.450261046,4431320.65352671
289904.118871509,4431009.6053814
289471.013813496,4431177.88626977
289588.817434935,4430882.01617518
289167.216029648,4431098.92306971
288245.42736206,4430527.8974748
289140.038622794,4431098.75129549
289853.882673858,4431325.29184814
289780.413627441,4431265.97681564
289281.850105495,4430455.55490277
288854.802996034,4430333.52812424
288801.295103916,4430384.767773
289122.510907506,4430451.26550357
289456.167628362,4431187.99921113
288647.857448282,4430447.0616598
288479.541308718,4431391.22844087
288631.956875447,4429981.9524456
288915.448503911,4430940.51515666
287770.922606327,4429611.28945425
289479.141251626,4430864.68790426
289224.947875411,4431186.00311664
288023.220996568,4429588.74613234
289192.198213778,4430376.41646631
289185.656137668,4430660.08919357
287517.838432805,4429291.75663402
289020.995794179,4430850.30438816
289977.865113612,4431156.45344641
290420.157459412,4431209.31321497
288863.465779239,4430244.86267011
290170.73312811,4431021.06704654
288650.973342618,4430287.1725523
287912.089373263,4429548.68872814
288785.298036289,4430253.56654049
288189.837827885,4429588.5439828
288120.477770845,4429988.58350252
288990.324169181,4430498.55350083
290935.045638552,4431124.2906774
289874.305458418,4430735.93804817
287976.72307192,4429732.06041049
290531.538201378,4430896.39920917
291108.610808191,4431122.96392714
288584.70999096,4430136.90820341
287597.625248271,4429537.2802386
289306.024095338,4431013.23727932
287856.90563353,4429111.28407344
289103.895783838,4430753.53496506
287455.306137063,4428615.29724628
290229.350219921,4430973.34835291
288292.719119909,4429784.72585873
289226.549046399,4430276.85566815
290131.727005692,4431212.76522422
288557.840965862,4429947.52849964
290082.288900621,4430799.06392266
288150.583030533,4429436.04302252
287974.564872586,4428780.80067723
288189.929954426,4430295.26741308
287753.411796626,4429598.76475272
289625.991663464,4430965.23760171
289667.402648264,4430272.8764332
289393.408072031,4430880.60679285
291641.31454672,4431606.7337347
289035.376855118,4430640.149273
288585.441568029,4430046.44983253
289143.251294303,4431102.82835357
288631.138096187,4430206.1335773
288752.130316563,4430566.76299896
289419.616665578,4430990.94532147
288234.134013936,4429688.80567612
287417.176041912,4428561.4315296
289509.372755693,4431207.4201389
288634.388743335,4431191.97475332
288760.494020101,4430307.53027248
288542.043392033,4429885.97637053
288602.600497365,4430269.890861
287737.571714517,4429485.1584355
289389.185380072,4431008.42691196
290469.048461257,4430951.75160165
290912.700134561,4431306.06267246
291438.672802814,4431979.61045793
287747.882098041,4429606.71086912
289387.331753011,4431127.52347535
288584.605500779,4430428.75815965
288908.623345694,4430008.19112391
288161.388950974,4429994.02342536
290257.097823777,4431088.31147555
287698.164208814,4428369.87538494
288035.951809594,4429292.30112186
289746.610299696,4431377.43851188
287684.572723807,4429774.33857334
289814.186833465,4431410.21728502
289303.959255775,4430766.591446
289817.427745316,4430855.54432405
287749.779351684,4429603.6398664
288178.206750273,4430151.16348844
288885.468263454,4430750.74275571
290366.944849174,4431212.68750997
288557.720641708,4430302.30841509
288720.627140979,4430089.62100584
290189.839433608,4431713.61181488
288950.421539121,4430261.90692625
287848.818493471,4429033.76540436
289231.380280782,4430928.80947958
289897.125335751,4430760.6309496
289076.129634179,4430527.78880679
288845.837655471,4430603.33240768
288459.676754086,4429456.53643711
289342.577894736,4430878.27356305
288383.808794139,4429981.0248433
289809.54216499,4430754.04239076
289252.066879352,4430739.33940552
289548.782853233,4430626.03830983
288938.293850084,4430573.59657031
290301.160206045,4431606.71802883
288956.404722435,4429883.6939925
288561.029756688,4429902.96121634
288280.350281972,4429477.7093068
288142.206185636,4429386.63689346
288804.992839453,4430257.45667834
287565.980831251,4428867.72717517
289841.005594869,4431328.54214254
287974.064106038,4429574.1215709
287175.047867862,4427869.50552843
289188.467633326,4430437.73081549
291610.299649669,4431601.97607747
288902.228124541,4430485.19607839
288350.889638794,4430315.84452794
289810.97705483,4431184.01701718
287798.83434232,4429304.52719889
288946.492595394,4430346.57808518
288198.243705889,4430435.52635807
289031.786024964,4430255.06713343
289499.705512998,4431004.47113576
289665.328529463,4430987.77912636
288774.124849051,4430346.33581197
289317.218942084,4430147.56131809
289356.589970203,4431187.25334772
288134.938320874,4428970.78200964
287882.069920827,4429584.50593548
288658.483385709,4429731.82045616
288633.945694026,4430344.18863492
288782.830142112,4430231.4286206
289236.987098021,4430590.82604287
288221.230011635,4429716.44049137
288732.431464143,4430771.61198554
287997.090313428,4429954.27441234
288298.34525816,4430017.38729934
288556.994860175,4430326.09029174
289943.679633117,4431185.5806172
288760.292685398,4430621.78909995
288248.500492339,4429965.54191616
287851.104701567,4429645.36010581
289321.060464755,4431045.09251425
288888.205654204,4430414.30566171
288785.328493694,4430634.51105955
289477.554072507,4430732.40403057
288106.981615612,4429938.85897614
289587.897546053,4430831.05066584
289464.465971216,4430447.51816527
289676.038543561,4430892.93970632
290032.066124816,4431514.54710563
289252.157989278,4431099.97014505
288843.86954263,4430434.68779393
288427.396692285,4428759.8186632
287899.848821329,4429675.25455172
290108.711304134,4430990.69085747
288426.320988957,4430679.31117233
289722.617963681,4431633.86618529
287611.76707712,4430001.49973892
289677.101209447,4431562.17704085
288761.672712611,4430466.42741905
287694.954061887,4429032.53575262
289129.034960678,4430640.98961
289471.245752829,4430538.22578959
288213.345579287,4429904.14133541
290171.972286694,4430889.79754306
289622.290574699,4431255.44193503
289646.88447253,4431229.47236896
290540.873370149,4431210.94834032
287408.466147327,4428461.37506506
290282.267539699,4430993.55998422
288531.607952834,4429751.14019791
288708.259699102,4430334.18104268
287611.297867842,4429161.08152311
289148.193342954,4430476.61346082
289914.083202284,4430630.05255387
289195.507937806,4430858.90122243
287760.532611926,4429364.18359823
290867.130126168,4431309.92401292
288263.744968249,4430264.70554596
289617.182765793,4430903.98206892
287906.102609101,4429572.46648484
290107.163151453,4431463.66226817
288528.107141438,4429984.20665952
289685.254084576,4431095.17485599
287345.165783868,4429192.3789356
289035.67488893,4429966.85582558
288800.996174917,4431318.36294678
290057.257486084,4431366.65503089
289116.357336586,4430614.60530536
287993.542211495,4429400.64887476
291454.535987133,4431588.56964425
291125.283045141,4431658.35766319
287585.293560603,4429304.30709819
288813.697713941,4430083.33661905
289238.821303282,4430671.59931119
288997.328222643,4430882.92915222
289029.345004822,4431055.58953809
288966.809544056,4430672.78585434
288092.414166164,4430136.05584077
288532.235296049,4430995.70373111
289448.068547994,4430630.62858984
288697.671218418,4430304.2259482
288150.994020086,4430321.49598281
288056.360867027,4430114.87740762
289429.048195223,4430691.09275383
288513.379815139,4430210.45352323
289468.062319368,4431241.3465624
287750.990127875,4429477.97536669
289493.294765401,4431231.96280246
289684.557342037,4430795.34325457
288527.490448426,4430882.84386041
287852.945108476,4429492.60785711
289153.829472134,4431177.86376892
290104.519642674,4431067.56797611
